"ulb","receiptdate","receiptnumber","createdtime","amountpaid","paymentmode","feetype"
"Chatrapur","2022-04-30","04/2022-23/254451","2022-04-30",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-30","04/2022-23/254472","2022-04-30",3823.00,"ONLINE","BPA Application Fee"
"Sundargarh","2022-04-30","04/2022-23/254587","2022-04-30",1771.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-30","04/2022-23/254589","2022-04-30",2127.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-30","04/2022-23/254655","2022-04-30",66965.00,"ONLINE","BPA Sanction Fee"
"Sundargarh","2022-05-01","05/2022-23/254900","2022-05-01",3637.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-01","05/2022-23/254964","2022-05-01",53438.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-05-01","05/2022-23/254983","2022-05-01",1709.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-01","05/2022-23/254993","2022-05-01",1709.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-01","05/2022-23/255227","2022-05-01",5873.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-01","05/2022-23/255238","2022-05-01",3451.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-01","05/2022-23/255553","2022-05-01",50744.00,"ONLINE","BPA Sanction Fee"
"Sundargarh","2022-05-01","05/2022-23/255570","2022-05-01",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-01","05/2022-23/255575","2022-05-01",5468.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-01","05/2022-23/255592","2022-05-01",1836.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-02","05/2022-23/255866","2022-05-02",23860.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-05-02","05/2022-23/256443","2022-05-02",36187.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-02","05/2022-23/256499","2022-05-02",4337.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-02","05/2022-23/256560","2022-05-02",3213.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-02","05/2022-23/256951","2022-05-02",39124.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-02","05/2022-23/257025","2022-05-02",2535.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-02","05/2022-23/257227","2022-05-02",3288.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-05-02","05/2022-23/257432","2022-05-02",413507.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-05-02","05/2022-23/257497","2022-05-02",39844.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-02","05/2022-23/257577","2022-05-02",50744.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-05-02","05/2022-23/257580","2022-05-02",3731.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-02","05/2022-23/257622","2022-05-02",4159.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-03","05/2022-23/258837","2022-05-03",5133.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-03","05/2022-23/258885","2022-05-03",2672.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-03","05/2022-23/258930","2022-05-03",13846.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-03","05/2022-23/259183","2022-05-03",6129.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-04","05/2022-23/260186","2022-05-04",2500.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-04","05/2022-23/260477","2022-05-04",64070.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-05-04","05/2022-23/260594","2022-05-04",2228.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-04","05/2022-23/260620","2022-05-04",3368.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-04","05/2022-23/260930","2022-05-04",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-04","05/2022-23/261559","2022-05-04",5395.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-05-04","05/2022-23/261726","2022-05-04",28700.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-04","05/2022-23/261763","2022-05-04",3230.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-05-04","05/2022-23/261806","2022-05-04",2019.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-04","05/2022-23/261821","2022-05-04",48896.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-04","05/2022-23/261824","2022-05-04",4307.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-04","05/2022-23/262166","2022-05-04",50744.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-04","05/2022-23/262170","2022-05-04",51763.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-04","05/2022-23/262191","2022-05-04",0.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-04","05/2022-23/262195","2022-05-04",52766.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-04","05/2022-23/262196","2022-05-04",51763.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-04","05/2022-23/262216","2022-05-04",2622.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-04","05/2022-23/262217","2022-05-04",2622.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-04","05/2022-23/262220","2022-05-04",2258.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-04","05/2022-23/262221","2022-05-04",2279.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-05","05/2022-23/262437","2022-05-05",7874.00,"ONLINE","BPA Application Fee"
"Khordha","2022-05-05","05/2022-23/262961","2022-05-05",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-05","05/2022-23/263403","2022-05-05",69885.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-05-05","05/2022-23/264225","2022-05-05",4777.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-05","05/2022-23/264407","2022-05-05",1128.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-05","05/2022-23/264408","2022-05-05",1164.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-05","05/2022-23/264412","2022-05-05",1128.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-05","05/2022-23/264485","2022-05-05",5238.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-05","05/2022-23/264511","2022-05-05",1356.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-05","05/2022-23/264804","2022-05-05",10531.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-05","05/2022-23/264991","2022-05-05",2359.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-05","05/2022-23/265009","2022-05-05",2358.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-05","05/2022-23/265029","2022-05-05",2358.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-05","05/2022-23/265044","2022-05-05",2359.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-05","05/2022-23/265052","2022-05-05",2359.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-05","05/2022-23/265058","2022-05-05",2359.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-05","05/2022-23/265075","2022-05-05",52744.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-05","05/2022-23/265080","2022-05-05",250.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-06","05/2022-23/265228","2022-05-06",0.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-06","05/2022-23/265972","2022-05-06",0.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-05-06","05/2022-23/266784","2022-05-06",51700.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-06","05/2022-23/267255","2022-05-06",15104.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-06","05/2022-23/267379","2022-05-06",0.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-05-06","05/2022-23/267445","2022-05-06",24876.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-05-06","05/2022-23/267529","2022-05-06",99342.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-06","05/2022-23/267708","2022-05-06",682.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-06","05/2022-23/267957","2022-05-06",43873.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-05-06","05/2022-23/267952","2022-05-06",3480.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-06","05/2022-23/267973","2022-05-06",5667.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-06","05/2022-23/268130","2022-05-06",41464.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-06","05/2022-23/268216","2022-05-06",3660.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-06","05/2022-23/268365","2022-05-06",93794.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-06","05/2022-23/268504","2022-05-06",25049.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-06","05/2022-23/268517","2022-05-06",0.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-07","05/2022-23/269178","2022-05-07",1903.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-07","05/2022-23/269221","2022-05-07",1402.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-07","05/2022-23/269420","2022-05-07",2237.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-07","05/2022-23/270131","2022-05-07",31782.00,"ONLINE","BPA Sanction Fee"
"Vyasanagar","2022-05-07","05/2022-23/270645","2022-05-07",16508.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-07","05/2022-23/270967","2022-05-07",25049.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-05-07","05/2022-23/271158","2022-05-07",12473.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-07","05/2022-23/271524","2022-05-07",1771.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-07","05/2022-23/271603","2022-05-07",33921.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-07","05/2022-23/272259","2022-05-07",4708.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-08","05/2022-23/274003","2022-05-08",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-08","05/2022-23/274006","2022-05-08",0.00,"ONLINE","BPA Application Fee"
"Sundargarh","2022-05-08","05/2022-23/274296","2022-05-08",0.00,"ONLINE","BPA Application Fee"
"Sundargarh","2022-05-08","05/2022-23/274391","2022-05-08",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-08","05/2022-23/274620","2022-05-08",3183.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-09","05/2022-23/274904","2022-05-09",74424.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-09","05/2022-23/275316","2022-05-09",3217.00,"ONLINE","BPA Application Fee"
"Sundargarh","2022-05-09","05/2022-23/276419","2022-05-09",0.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-09","05/2022-23/277017","2022-05-09",4213.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-09","05/2022-23/277913","2022-05-09",59265.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-05-09","05/2022-23/277943","2022-05-09",4133.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-09","05/2022-23/277959","2022-05-09",2505.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-10","05/2022-23/278061","2022-05-10",4909.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-05-10","05/2022-23/279941","2022-05-10",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-10","05/2022-23/280778","2022-05-10",11725.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-10","05/2022-23/281303","2022-05-10",52744.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-10","05/2022-23/281327","2022-05-10",55607.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-10","05/2022-23/281385","2022-05-10",2095.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-10","05/2022-23/281386","2022-05-10",531.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-10","05/2022-23/281387","2022-05-10",531.00,"ONLINE","BPA Application Fee"
"Sundargarh","2022-05-11","05/2022-23/281420","2022-05-11",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-11","05/2022-23/283532","2022-05-11",11657.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-11","05/2022-23/283791","2022-05-11",464881.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-11","05/2022-23/284351","2022-05-11",1329.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-11","05/2022-23/284463","2022-05-11",4523.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-11","05/2022-23/284562","2022-05-11",45502.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-11","05/2022-23/284630","2022-05-11",3119.00,"ONLINE","BPA Application Fee"
"Sundargarh","2022-05-11","05/2022-23/284715","2022-05-11",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-11","05/2022-23/285230","2022-05-11",49873.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-05-11","05/2022-23/285564","2022-05-11",1036.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-12","05/2022-23/286044","2022-05-12",3912.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-12","05/2022-23/286968","2022-05-12",5599.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-12","05/2022-23/286970","2022-05-12",3912.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-12","05/2022-23/287348","2022-05-12",0.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-12","05/2022-23/287293","2022-05-12",52744.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-12","05/2022-23/287256","2022-05-12",52766.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-12","05/2022-23/288000","2022-05-12",3873.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-12","05/2022-23/288014","2022-05-12",1357.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-12","05/2022-23/288807","2022-05-12",16296.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-12","05/2022-23/288830","2022-05-12",52766.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-12","05/2022-23/288833","2022-05-12",52766.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-12","05/2022-23/288837","2022-05-12",52744.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-12","05/2022-23/288838","2022-05-12",52766.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-12","05/2022-23/288843","2022-05-12",52766.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-12","05/2022-23/288847","2022-05-12",52766.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-05-12","05/2022-23/288850","2022-05-12",52766.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-12","05/2022-23/288866","2022-05-12",569.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-13","05/2022-23/289732","2022-05-13",4399.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-13","05/2022-23/289695","2022-05-13",5158.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-13","05/2022-23/290669","2022-05-13",1524.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-13","05/2022-23/291420","2022-05-13",3473.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-13","05/2022-23/291441","2022-05-13",48585.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-13","05/2022-23/291463","2022-05-13",52766.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-13","05/2022-23/291742","2022-05-13",3257.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-13","05/2022-23/291780","2022-05-13",52766.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-05-13","05/2022-23/291792","2022-05-13",27390.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-13","05/2022-23/291829","2022-05-13",3305.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-13","05/2022-23/291990","2022-05-13",3943.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-13","05/2022-23/292541","2022-05-13",1296.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-14","05/2022-23/293277","2022-05-14",2859.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-14","05/2022-23/293810","2022-05-14",2998.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-14","05/2022-23/294376","2022-05-14",1228.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-14","05/2022-23/294333","2022-05-14",1267.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-14","05/2022-23/294351","2022-05-14",1188.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-14","05/2022-23/294367","2022-05-14",1166.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-14","05/2022-23/294731","2022-05-14",1958.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-14","05/2022-23/294741","2022-05-14",12572.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-14","05/2022-23/294796","2022-05-14",3253.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-14","05/2022-23/295645","2022-05-14",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-05-14","05/2022-23/295718","2022-05-14",2637.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-15","05/2022-23/296526","2022-05-15",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-15","05/2022-23/296722","2022-05-15",1958.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-15","05/2022-23/296730","2022-05-15",904.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-05-16","05/2022-23/297454","2022-05-16",8564.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-16","05/2022-23/298374","2022-05-16",6039.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-16","05/2022-23/299621","2022-05-16",5249.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-16","05/2022-23/299951","2022-05-16",1592.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-16","05/2022-23/300021","2022-05-16",1616.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-16","05/2022-23/300171","2022-05-16",534.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-16","05/2022-23/300174","2022-05-16",2460.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-16","05/2022-23/300176","2022-05-16",1076.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-16","05/2022-23/300180","2022-05-16",918.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-17","05/2022-23/301594","2022-05-17",2968.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-17","05/2022-23/301680","2022-05-17",0.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-05-17","05/2022-23/302528","2022-05-17",806.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-17","05/2022-23/302998","2022-05-17",15797.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-17","05/2022-23/303822","2022-05-17",7152.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-18","05/2022-23/304161","2022-05-18",6440.00,"ONLINE","BPA Application Fee"
"Sundargarh","2022-05-18","05/2022-23/304165","2022-05-18",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-18","05/2022-23/305687","2022-05-18",7390.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-18","05/2022-23/306169","2022-05-18",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-18","05/2022-23/306515","2022-05-18",2537.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-18","05/2022-23/306917","2022-05-18",474990.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-18","05/2022-23/306918","2022-05-18",90189.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-18","05/2022-23/306919","2022-05-18",250.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-05-18","05/2022-23/306969","2022-05-18",39124.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-05-18","05/2022-23/306976","2022-05-18",75841.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-05-18","05/2022-23/307079","2022-05-18",1734.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-18","05/2022-23/307184","2022-05-18",5148.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-18","05/2022-23/307228","2022-05-18",190619.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-18","05/2022-23/307342","2022-05-18",0.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-05-18","05/2022-23/307574","2022-05-18",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-18","05/2022-23/307752","2022-05-18",904.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-18","05/2022-23/307753","2022-05-18",137771.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-18","05/2022-23/307755","2022-05-18",30753.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-18","05/2022-23/307758","2022-05-18",1958.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-18","05/2022-23/307761","2022-05-18",2094.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-19","05/2022-23/307765","2022-05-19",3243.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-19","05/2022-23/307826","2022-05-19",2505.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-19","05/2022-23/307888","2022-05-19",1923.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-19","05/2022-23/307922","2022-05-19",38778.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-05-19","05/2022-23/308526","2022-05-19",3309.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-19","05/2022-23/309526","2022-05-19",2287.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-19","05/2022-23/309527","2022-05-19",53194.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-19","05/2022-23/309528","2022-05-19",110520.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-19","05/2022-23/310123","2022-05-19",2770.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-19","05/2022-23/310132","2022-05-19",37306.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-05-19","05/2022-23/310133","2022-05-19",1424.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-05-19","05/2022-23/310187","2022-05-19",23706.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-19","05/2022-23/310193","2022-05-19",3113.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-19","05/2022-23/310251","2022-05-19",24272.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-19","05/2022-23/310301","2022-05-19",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-19","05/2022-23/310313","2022-05-19",3064.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-19","05/2022-23/310376","2022-05-19",47046.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-05-19","05/2022-23/310512","2022-05-19",5299.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-19","05/2022-23/310637","2022-05-19",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-19","05/2022-23/310682","2022-05-19",62836.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-20","05/2022-23/311516","2022-05-20",79954.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-20","05/2022-23/312061","2022-05-20",1405.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-20","05/2022-23/311909","2022-05-20",57228.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-20","05/2022-23/312518","2022-05-20",3025.00,"ONLINE","BPA Application Fee"
"Purikonarkdevelopmentauthority","2022-05-20","05/2022-23/312799","2022-05-20",1667.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-20","05/2022-23/312810","2022-05-20",75647.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-20","05/2022-23/312873","2022-05-20",1968.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-20","05/2022-23/312884","2022-05-20",62847.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-05-29","05/2022-23/313709","2022-05-29",19069.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-05-29","05/2022-23/313726","2022-05-29",0.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-05-29","05/2022-23/313809","2022-05-29",105343.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-29","05/2022-23/313904","2022-05-29",3909.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-29","05/2022-23/313901","2022-05-29",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-29","05/2022-23/314291","2022-05-29",6916.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-29","05/2022-23/314333","2022-05-29",1891.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-30","05/2022-23/314356","2022-05-30",1989.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-30","05/2022-23/314576","2022-05-30",3706.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-30","05/2022-23/314700","2022-05-30",2455.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-30","05/2022-23/314704","2022-05-30",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-30","05/2022-23/314720","2022-05-30",11182.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-30","05/2022-23/314726","2022-05-30",3888.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-30","05/2022-23/314891","2022-05-30",2741.00,"ONLINE","BPA Application Fee"
